z_daughter,a_daughter,element_daughter,z_parent,z_parent,element_parent,daughter_level_idx,cumulative_thermal_fy,unc_ct,cumulative_fast_fy,unc_cf,cumulative_14mev_fy,unc_c14,Extraction_date
34,92,Se,94,239,Pu,0,0.000000035486,0.000000012465,0.000000031898,0.000000011432,,,2024-08-21
34,93,Se,94,239,Pu,0,0.0000000008465,0.00000000030038,0.00000000056414,0.00000000020448,,,2024-08-21
34,94,Se,94,239,Pu,0,0.000000000015358,0.0000000000056606,0.0000000000081086,0.0000000000029639,,,2024-08-21
35,78,Br,94,239,Pu,0,0.000000000021386,0.0000000000082642,,,,,2024-08-21
35,79,Br,94,239,Pu,0,0.00000030152,0.000000065146,0.00000023471,0.000000053744,,,2024-08-21
35,80,Br,94,239,Pu,0,0.00000005609,0.000000020512,0.0000000056943,0.0000000020563,,,2024-08-21
35,81,Br,94,239,Pu,0,0.0017703,0.00030981,0.0013302,0.00028733,,,2024-08-21
35,82,Br,94,239,Pu,0,0.000017363,0.0000059745,0.0000055095,0.0000019949,,,2024-08-21
35,83,Br,94,239,Pu,0,0.0028188,0.00009856,0.0032778,0.00029766,,,2024-08-21
35,84,Br,94,239,Pu,0,0.0044583,0.000193,0.0050224,0.00035672,,,2024-08-21
35,85,Br,94,239,Pu,0,0.0057393,0.00025934,0.0061675,0.00048759,,,2024-08-21
35,86,Br,94,239,Pu,0,0.0067418,0.00019731,0.0075647,0.00049619,,,2024-08-21
35,87,Br,94,239,Pu,0,0.0066738,0.00040748,0.0083192,0.00038496,,,2024-08-21
35,88,Br,94,239,Pu,0,0.0050193,0.00065697,0.0078345,0.00078909,,,2024-08-21
35,89,Br,94,239,Pu,0,0.0030802,0.00070916,0.005073,0.00085471,,,2024-08-21
35,90,Br,94,239,Pu,0,0.00095761,0.00031353,0.0014973,0.00045285,,,2024-08-21
35,91,Br,94,239,Pu,0,0.00026218,0.000090474,0.00041733,0.00014136,,,2024-08-21
35,92,Br,94,239,Pu,0,0.000035145,0.000012291,0.000049644,0.000017682,,,2024-08-21
35,93,Br,94,239,Pu,0,0.0000034912,0.0000012382,0.0000043275,0.0000015676,,,2024-08-21
35,94,Br,94,239,Pu,0,0.00000017,0.000000062651,0.00000018302,0.000000066894,,,2024-08-21
35,95,Br,94,239,Pu,0,0.00000000674,0.0000000024621,0.0000000055403,0.0000000020231,,,2024-08-21
35,96,Br,94,239,Pu,0,0.00000000013226,0.000000000047401,0.000000000083994,0.000000000030508,,,2024-08-21
35,97,Br,94,239,Pu,0,0.0000000000021593,0.00000000000076889,,,,,2024-08-21
36,80,Kr,94,239,Pu,0,0.000000051449,0.000000018811,0.0000000052217,0.0000000018856,,,2024-08-21
36,81,Kr,94,239,Pu,0,0.0000000011677,0.00000000045096,0.000000000045707,0.000000000017616,,,2024-08-21
36,82,Kr,94,239,Pu,0,0.000017539,0.0000059906,0.0000055498,0.0000020014,,,2024-08-21
36,83,Kr,94,239,Pu,0,0.0028197,0.00009856,0.003278,0.00029766,,,2024-08-21
36,84,Kr,94,239,Pu,0,0.0047777,0.00020266,0.0052535,0.00036359,,,2024-08-21
36,85,Kr,94,239,Pu,0,0.001358,0.00014155,0.0013775,0.00017006,,,2024-08-21
36,86,Kr,94,239,Pu,0,0.0078284,0.00018458,0.0082512,0.00052552,,,2024-08-21
36,87,Kr,94,239,Pu,0,0.0096471,0.00042077,0.010474,0.00041779,,,2024-08-21
36,88,Kr,94,239,Pu,0,0.012511,0.00035405,0.014139,0.00096159,,,2024-08-21
36,89,Kr,94,239,Pu,0,0.014172,0.00037508,0.015076,0.00067827,,,2024-08-21
36,90,Kr,94,239,Pu,0,0.013652,0.00068903,0.014925,0.00064393,,,2024-08-21
36,91,Kr,94,239,Pu,0,0.0089737,0.0011987,0.010967,0.0012963,,,2024-08-21
36,92,Kr,94,239,Pu,0,0.0043644,0.0010581,0.0054789,0.0012486,,,2024-08-21
36,93,Kr,94,239,Pu,0,0.0010957,0.0003606,0.0012942,0.00042782,,,2024-08-21
36,94,Kr,94,239,Pu,0,0.00020094,0.000073061,0.00023888,0.000085847,,,2024-08-21
36,95,Kr,94,239,Pu,0,0.000021194,0.0000077285,0.000021034,0.0000076664,,,2024-08-21
